N/A,3878641,392330,From the Cheap Seats: Episode 46,none specified,5/15/2009,User Generated,LOGO,From the Cheap Seats: Episode 46,from-the-cheap-seats-wnba-live-access-comes-alive-episode-46,
N/A,3880967,392642,Dara and Karman's Hit List:,none specified,5/18/2009,User Generated,LOGO,Dara and Karman's Hit List:,dara-karmans-hit-list-things-every-lesbian-should-know-episode-23,
N/A,3883959,393035,Gal Pals: Episode 6,5/19/2009,5/19/2009,User Generated,,Gal Pals: Episode 6,gal-pals-girl-on-girl-action-in-new-black-eyed-peas-video-and-juliana-hatfield-writes-a-song-for-lindsay-lohan-episode-6,
N/A,3890277,393655,Nat and Meg,none specified,5/21/2009,User Generated,LOGO,Nat and Meg take you behind the scenes on their first commercial set!,the-sweet-adventures-of-nat-and-meg-on-the-set-of-the-sweet-commercial,
N/A,3890511,393696,Really? Really!? Episode 6,none specified,5/21/2009,User Generated,LOGO,Really? Really!? Episode 6,really-really-really-the-outcome-of-american-idol-and-jessica-biel-says-shes-too-sexy-episode-6,
N/A,3932798,394356,Retro Reviewing Gia,none specified,5/23/2009,User Generated,LOGO,The Retro Reviewers take on Gia,retro-reviewing-gia,
N/A,3939184,395353,AAP: Jen Foster,none specified,5/28/2009,User Generated,LOGO,AAP: Jen Foster,all-access-pass-jen-foster,
N/A,3940346,395567,Really? Really!? Episode 7,none specified,5/28/2009,User Generated,LOGO,Really? Really!? Episode 7,really-really-really-the-upholding-of-prop-8-episode-7,
N/A,3940567,395590,Nat and Meg,none specified,5/28/2009,User Generated,LOGO,Prop 8 Rally West Hollywood,the-sweet-adventures-of-nat-and-meg-prop-8-protest,
N/A,3943440,395971,From the Cheap Seats: Episode 48,none specified,5/29/2009,User Generated,LOGO,From the Cheap Seats: Episode 48,from-the-cheap-seats-so-far-no-cuts-or-ego-bruises-episode-48,
N/A,3949016,396995,Walking Funny With Carlease Burke,none specified,6/1/2009,User Generated,LOGO,Walking Funny With... Carlease Burke,jennie-mcnulty-presents-walking-funny-with-carlease-burke,
N/A,3950238,397160,Gal Pals: Episode 7,6/2/2009,6/2/2009,User Generated,,Gal Pals: Episode 7,gal-pals-boy-crushes-and-girl-gotta-girlfriend-episode-7,
N/A,3953477,397783,Alexi's Closet: Episode 30,none specified,6/3/2009,User Generated,LOGO,Alexi's Closet: Episode 30,alexis-closet-style-from-another-era-episode-30,
N/A,3956634,398322,Really? Really!? Episode 8,none specified,6/4/2009,User Generated,LOGO,Really? Really!? Episode 8,really-really-melissa-joan-hart-abuse-against-transgender-children-episode-8,
N/A,3957079,398388,"Feed: Season 2, Episode 1",none specified,6/4/2009,User Generated,LOGO,"Feed: Season 2, Episode 1",feed-season-2-preview-vlog-part-1,
N/A,3957247,398413,Nat and Meg,none specified,6/4/2009,User Generated,LOGO,talk with lynette molnar and lori michaels,the-sweet-adventures-of-nat-and-meg-lori-michaels,
N/A,3964406,399155,Gal Pals: Episode 8,6/8/2009,6/8/2009,User Generated,,Gal Pals: Episode 8,gal-pals-megan-foxs-former-life-as-a-bull-dyke-and-a-possible-lindsay-and-sam-reunion-episode-8,
N/A,3971883,400376,Really? Really!? Episode 9,none specified,6/11/2009,User Generated,LOGO,Really? Really!? Episode 9,really-really-heidi-and-spencer-born-again-and-gordon-ramsay-talks-too-much-episode-9,
N/A,3977668,400879,Nat and Meg,none specified,6/12/2009,User Generated,LOGO,talk with kate clinton in ptown,the-sweet-adventures-of-nat-and-meg-kate-clinton,
N/A,3978828,401100,Alexi's Closet: Episode 31,none specified,6/15/2009,User Generated,LOGO,Alexi's Closet: Episode 31,alexis-closet-it-came-from-the-80s-episode-31,
N/A,3979828,401235,Walking Funny With Briana Stockton,none specified,6/15/2009,User Generated,LOGO,Walking Funny With Briana Stockton,jennie-mcnulty-presents-walking-funny-with-briana-stockton,
N/A,3980722,401389,Gal Pals: Episode 9,6/16/2009,6/16/2009,User Generated,,Gal Pals: Episode 9,gal-pals-lady-gagas-comments-on-her-sexuality-and-kristen-stewarts-joan-jett-mullet-episode-9,
N/A,3988702,402329,Really?! REALLY?! Episode 10,none specified,6/18/2009,User Generated,LOGO,Really?! REALLY?! Episode 10,really-really-president-obama-offers-some-benefits-and-lindsay-and-sam-break-up-again-episode-10,
N/A,3994821,403122,Retro Reviewing: Show Me Love,none specified,6/22/2009,User Generated,LOGO,Our review of the Swedish Film,retro-reviewing-show-me-love,
N/A,3995388,403193,Gay Girls Who Game: Episode 53,6/22/2009,6/22/2009,User Generated,LOGO,Gay Girls Who Game: Episode 53,gay-girls-who-game-the-sims-3-and-grabbed-by-the-ghoulies,
N/A,3996753,403373,Alexi's Closet: 32,6/23/2009,6/23/2009,User Generated,LOGO,Alexi's Closet: 32,alexis-closet-getting-ready-for-your-close-up-episode-32,
N/A,3998771,403717,Cat on the Prowl: Pamie,none specified,6/24/2009,User Generated,LOGO,Cat on the Prowl: Pamie,cat-on-the-prowl-pamela-ribon,
N/A,4001787,404251,Really?! REALLY?! Episode 11,none specified,6/25/2009,User Generated,LOGO,Really?! REALLY?! Episode 11,really-really-perez-hilton-vs-william-and-glaad-episode-11,
N/A,4002434,404313,"Feed: Season 2, Episode 2",none specified,6/25/2009,User Generated,LOGO,"Feed: Season 2, Episode 2",feed-season-2-episode-2-one-by-one,
N/A,4003134,404386,Nat and Meg,none specified,6/25/2009,User Generated,LOGO,Random Drive with Comedian chantal Carrere,the-sweet-adventures-of-nat-and-meg-chantal-carrere,
N/A,4008100,405019,FTCS: 50,6/27/2009,6/27/2009,User Generated,LOGO,FTCS: 50,from-the-cheap-seats-a-game-of-catch-up-episode-50,
N/A,4009869,405252,Walking Funny With... Poppy Champlain,none specified,6/29/2009,User Generated,LOGO,Walking Funny With... Poppy Champlain,jennie-mcnulty-presents-walking-funny-with-poppy-champlain,
N/A,4011705,405489,Gal Pals: Episode 10,6/30/2009,6/30/2009,User Generated,,Gal Pals: Episode 10,gal-pals-what-makes-a-butch-our-favorite-teen-lesbian-couples-from-film-and-mischa-barton-episode-10,
N/A,4013379,405694,Alexi's Closet: 33,6/30/2009,6/30/2009,User Generated,LOGO,Alexi's Closet: 33,alexis-closet-pride-preparation-episode-33,
N/A,4014544,405862,Retro Reviewing Pride 2009,none specified,7/1/2009,User Generated,LOGO,Our review of Pride 2009,retro-reviewing-pride-special,
N/A,4018924,406531,Really? Really!? Episode 12,none specified,7/2/2009,User Generated,LOGO,Really? Really!? Episode 12,really-really-dan-chois-coming-out-and-more-to-love,
N/A,4018974,406543,FEED: Episode 2.3,none specified,7/2/2009,User Generated,LOGO,FEED: Episode 2.3,feed-season-2-episode-3-the-plan,
N/A,4019152,406785,FTCS: 51,7/2/2009,7/2/2009,User Generated,LOGO,FTCS: 51,from-the-cheap-seats-moans-and-groans-episode-51,
N/A,4022180,407259,Nat and Meg: Framline,none specified,7/6/2009,User Generated,LOGO,Nat and Meg: Framline,the-sweet-adventures-of-nat-and-meg-the-cast-of-and-then-came-lola,
N/A,4023656,407463,Gal Pals: Episode 11,7/7/2009,7/7/2009,User Generated,,Gal Pals: Episode 11,gal-pals-rumer-willis-joins-90210-as-a-punky-lesbian-and-samantha-reconnects-with-lindsay-on-her-birthday-episode-11,
N/A,4108252,408589,"Feed: Season 2, Episode 4",none specified,7/9/2009,User Generated,LOGO,"Feed: Season 2, Episode 4",feed-season-2-episode-4-have-cab-will-travel,
N/A,4110919,408972,Really?! REALLY?! Episode 13,none specified,7/10/2009,User Generated,LOGO,Really?! REALLY?! Episode 13,really-really-corey-feldmans-inappropriate-dress-up-and-sarah-palins-popularity-episode-13,
N/A,4112360,409074,FTCS: 52,7/10/2009,7/10/2009,User Generated,LOGO,FTCS: 52,from-the-cheap-seats-from-all-angles-episode-52,
N/A,4117789,409865,Gal Pals: Episode 12,7/14/2009,7/14/2009,User Generated,,Gal Pals: Episode 12,gal-pals-two-real-world-roomies-with-bisexual-tendencies-and-thoughts-on-bruno-episode-12,
N/A,4117995,409899,AAP: Carol Heiser,none specified,7/14/2009,User Generated,LOGO,AAP: Carol Heiser,all-access-pass-carol-leifer,
N/A,4121423,410360,Retro Reviewing: Obsession,none specified,7/16/2009,User Generated,LOGO,Our review of a campy 1990s music video by Army of Lovers,retro-reviewing-obsession,
N/A,4124745,410780,"Feed: Season 2, Episode 5",none specified,7/17/2009,User Generated,LOGO,"Feed: Season 2, Episode 5",feed-season-2-episode-5-we-are-nothing-until-we-are-something,
N/A,4124776,410793,Really?! REALLY?! Episode 14,none specified,7/17/2009,User Generated,LOGO,Really?! REALLY?! Episode 14,really-really-the-opening-night-of-harry-potter-and-the-texas-raid-on-glbtq-bars-episode-14,
N/A,4134277,412029,Gal Pals: Episode 13,7/21/2009,7/21/2009,User Generated,,Gal Pals: Episode 13,gal-pals-zooey-deschanels-college-girlfriend-in-500-days-of-summer-and-amy-adams-gets-bamboozled-episode-13,
N/A,4137065,412419,Walking Funny With: Betsy Salkind,none specified,7/22/2009,User Generated,LOGO,Walking Funny With: Betsy Salkind,jennie-mcnulty-presents-walking-funny-with-betsy-salkind,
N/A,4150510,421870,Gal Pals: Episode 14,7/28/2009,7/28/2009,User Generated,,Gal Pals: Episode 14,gal-pals-the-l-word-movie-and-hbos-gay-friendly-programming-episode-14,
N/A,4169343,424399,Gal Pals: Episode 15,8/4/2009,8/4/2009,User Generated,,"Gal Pals, video blog",gal-pals-lindsay-lohan-comes-apart-in-elle-and-dating-in-the-dark-keeps-it-straight-episode-15,
N/A,4175104,425367,Gay Girls Who Game: Episode 54,8/6/2009,8/6/2009,User Generated,LOGO,Gay Girls Who Game: Episode 54,gay-girls-who-game-ghostbusters-and-the-top-iphone-games,
